faq_id,service_id,service_name,question,answer,category,difficulty,source
faq_06692,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,advanced,synthetic_interview_dataset
faq_06693,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,basic,synthetic_interview_dataset
faq_06694,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,standard,synthetic_interview_dataset
faq_06695,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,advanced,synthetic_interview_dataset
faq_06696,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,basic,synthetic_interview_dataset
faq_06697,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,standard,synthetic_interview_dataset
faq_06698,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,advanced,synthetic_interview_dataset
faq_06699,svc_billing_denials,Medical Billing and Denial Management,Can I schedule a consultation for Medical Billing and Denial Management next week?,Yes. The chatbot can collect your preferred date and time and submit a mock appointment request for Medical Billing and Denial Management.,escalation,basic,synthetic_interview_dataset
faq_06700,svc_auditing,Medical Auditing,What information is needed before booking Medical Auditing?,"Please provide practice name, contact details, preferred date/time, and a short summary of your request.",service,standard,synthetic_interview_dataset
faq_06701,svc_customer_care,Customer Care,How do escalations work for Customer Care issues?,"If the issue is sensitive, urgent, or unresolved after repeated attempts, the chatbot routes the case to a human team.",policy,advanced,synthetic_interview_dataset
faq_06702,svc_digital_marketing,Digital Marketing and Website Services,Do you support multi-location clinics for Digital Marketing and Website Services?,Yes. The mock dataset assumes support for single-site and multi-location practices for Digital Marketing and Website Services.,scheduling,basic,synthetic_interview_dataset
faq_06703,svc_financial_management,Financial Management,Can I update my contact information during a Financial Management conversation?,Yes. The chatbot can run a contact-update flow and queue the change for follow-up processing.,escalation,standard,synthetic_interview_dataset
faq_06704,svc_communication,Communication Services,What if my Communication Services request is outside standard policy?,The chatbot provides available guidance and then offers escalation to the appropriate human team.,service,advanced,synthetic_interview_dataset
faq_06705,svc_credentialing,Credentialing and Provider Maintenance,What does Credentialing and Provider Maintenance include for growing practices?,"Credentialing and Provider Maintenance includes support around credentialing, provider enrollment, and related operational workflows tailored to practice goals.",policy,basic,synthetic_interview_dataset
faq_06706,svc_auth_benefits,Authorizations and Benefits Verification,How do I start with Authorizations and Benefits Verification?,"Start by sharing practice details, current challenges, and timeline so the team can propose the right Authorizations and Benefits Verification workflow.",scheduling,standard,synthetic_interview_dataset
